,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-18,,391.4419860839844,,,,,,391.4419860839844,,,,,,395.1579895019531,,,,,,378.97100830078125,,,,,,383.97601318359375,,,,,,11416800,,,,
2014-10-19,,389.5459899902344,,,,,,389.5459899902344,,,,,,393.9389953613281,,,,,,386.4570007324219,,,,,,391.2539978027344,,,,,,5914570,,,,
2014-10-20,108.0936050415039,382.8450012207031,16399.69921875,1.274957299232483,1244.0,37.757171630859375,124.30999755859375,382.8450012207031,16399.69921875,1.274957299232483,1244.0,44.08000183105469,124.72000122070312,390.0840148925781,16399.69921875,1.2788541316986084,1244.0,44.13999938964844,123.0,378.25201416015625,16399.69921875,1.2732398509979248,1235.4000244140625,42.810001373291016,123.38999938964844,389.2309875488281,16399.69921875,1.2748922109603882,1237.300048828125,43.060001373291016,3676300.0,16419000,68326307.0,0.0,105.0,34527900.0
2014-10-21,110.53706359863281,386.4750061035156,16614.80078125,1.2795250415802002,1251.0,38.44240951538086,127.12000274658203,386.4750061035156,16614.80078125,1.2795250415802002,1251.0,44.880001068115234,127.23999786376953,392.64599609375,16614.80078125,1.2839277982711792,1251.0,44.97999954223633,124.93000030517578,380.8340148925781,16614.80078125,1.271709680557251,1251.0,44.189998626708984,125.20999908447266,382.4209899902344,16614.80078125,1.2795250415802002,1251.0,44.36000061035156,5204500.0,14188900,80360531.0,0.0,48.0,36433800.0
2014-10-22,105.6067123413086,383.1579895019531,16461.30078125,1.2714719772338867,1244.800048828125,38.01414489746094,121.44999694824219,383.1579895019531,16461.30078125,1.2714719772338867,1244.800048828125,44.380001068115234,128.0,388.57598876953125,16461.30078125,1.2739096879959106,1244.800048828125,45.06999969482422,121.33999633789062,382.2489929199219,16461.30078125,1.2651101350784302,1244.800048828125,44.22999954223633,127.98999786376953,386.1180114746094,16461.30078125,1.2714234590530396,1244.800048828125,45.0,13844400.0,11641300,72999596.0,0.0,2.0,33570900.0
2014-10-23,106.11105346679688,358.4169921875,16677.900390625,1.2641425132751465,1228.5,38.56233215332031,122.02999877929688,358.4169921875,16677.900390625,1.2641425132751465,1228.5,45.02000045776367,122.87999725341797,385.0480041503906,16677.900390625,1.2675796747207642,1228.5,45.45000076293945,121.05999755859375,356.4469909667969,16677.900390625,1.261702299118042,1227.9000244140625,44.529998779296875,121.2699966430664,382.9620056152344,16677.900390625,1.2645422220230103,1228.0,44.619998931884766,7799700.0,26456900,73531431.0,0.0,2.0,45451900.0
2014-10-24,106.29366302490234,358.3450012207031,16805.400390625,1.2654062509536743,1231.199951171875,39.51311492919922,122.23999786376953,358.3450012207031,16805.400390625,1.2654062509536743,1231.199951171875,46.130001068115234,122.83999633789062,364.3450012207031,16805.400390625,1.2695107460021973,1232.699951171875,46.900001525878906,121.26000213623047,353.30499267578125,16805.400390625,1.2635835409164429,1229.4000244140625,45.18000030517578,122.19999694824219,358.59100341796875,16805.400390625,1.2650701999664307,1229.4000244140625,46.83000183105469,4013300.0,15585700,66731613.0,0.0,71.0,61076700.0
2014-10-25,,347.27099609375,,,,,,347.27099609375,,,,,,359.8609924316406,,,,,,342.87701416015625,,,,,,358.6109924316406,,,,,,18127500,,,,
2014-10-26,,354.7040100097656,,,,,,354.7040100097656,,,,,,359.22100830078125,,,,,,343.9309997558594,,,,,,347.48699951171875,,,,,,11272500,,,,
2014-10-27,106.1893310546875,352.989013671875,16817.900390625,1.2676681280136108,1229.0999755859375,39.324668884277344,122.12000274658203,352.989013671875,16817.900390625,1.2676681280136108,1229.0999755859375,45.90999984741211,122.2300033569336,358.6319885253906,16817.900390625,1.2721998691558838,1230.199951171875,46.099998474121094,121.26000213623047,349.8089904785156,16817.900390625,1.2667094469070435,1227.300048828125,45.709999084472656,122.12999725341797,354.7770080566406,16817.900390625,1.2676842212677002,1230.199951171875,45.709999084472656,2940300.0,13033000,54187796.0,0.0,282.0,30371300.0
2014-10-28,107.48494720458984,357.6180114746094,17005.80078125,1.270147681236267,1229.199951171875,39.82147979736328,123.61000061035156,357.6180114746094,17005.80078125,1.270147681236267,1229.199951171875,46.4900016784668,123.79000091552734,359.9840087890625,17005.80078125,1.2762998342514038,1231.0,46.5,121.95999908447266,352.6789855957031,17005.80078125,1.2686975002288818,1224.699951171875,45.77000045776367,122.5,353.2149963378906,17005.80078125,1.2702445983886719,1224.9000244140625,45.86000061035156,4159000.0,7845880,58196887.0,0.0,46.0,29049800.0
2014-10-29,107.02409362792969,335.59100341796875,16974.30078125,1.273836612701416,1224.300048828125,39.93284225463867,123.08000183105469,335.59100341796875,16974.30078125,1.273836612701416,1224.300048828125,46.619998931884766,124.4800033569336,357.8330078125,16974.30078125,1.2769794464111328,1224.300048828125,46.70000076293945,122.55999755859375,335.3429870605469,16974.30078125,1.2725075483322144,1224.300048828125,46.34000015258789,124.4800033569336,357.0889892578125,16974.30078125,1.2738043069839478,1224.300048828125,46.439998626708984,3241700.0,18192700,57771659.0,0.0,631.0,30276100.0
