,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC-USD,DJI,EURUSD=X,GC=F,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-06,,587.7780151367188,,,,,,587.7780151367188,,,,,,588.39599609375,,,,,,569.468994140625,,,,,,575.030029296875,,,,,,80797296,,,,
2016-08-07,,592.6900024414062,,,,,,592.6900024414062,,,,,,597.5130004882812,,,,,,586.8159790039062,,,,,,587.77099609375,,,,,,82398400,,,,
2016-08-08,120.62543487548828,591.0540161132812,18529.30078125,1.1089547872543335,1333.4000244140625,52.13922119140625,132.19000244140625,591.0540161132812,18529.30078125,1.1089547872543335,1333.4000244140625,58.060001373291016,132.9499969482422,592.9940185546875,18529.30078125,1.110600233078003,1335.4000244140625,58.09000015258789,131.75,588.0469970703125,18529.30078125,1.1073706150054932,1327.800048828125,57.779998779296875,132.13999938964844,592.7360229492188,18529.30078125,1.1087703704833984,1330.0,58.060001373291016,2443800.0,61194100,47272708.0,0.0,587.0,19473500.0
2016-08-09,121.01781463623047,587.801025390625,18533.099609375,1.1083648204803467,1339.0,52.26494598388672,132.6199951171875,587.801025390625,18533.099609375,1.1083648204803467,1339.0,58.20000076293945,132.99000549316406,591.0910034179688,18533.099609375,1.1121997833251953,1339.4000244140625,58.5,132.22999572753906,584.7930297851562,18533.099609375,1.107200264930725,1328.5,58.02000045776367,132.72999572753906,591.0380249023438,18533.099609375,1.1086843013763428,1331.800048828125,58.16999816894531,3013900.0,92228096,42905038.0,0.0,620.0,16920700.0
2016-08-10,121.70785522460938,592.10302734375,18495.69921875,1.111580491065979,1344.300048828125,52.10330581665039,132.27999877929688,592.10302734375,18495.69921875,1.111580491065979,1344.300048828125,58.02000045776367,133.52999877929688,599.9840087890625,18495.69921875,1.1200001239776611,1354.199951171875,58.31999969482422,131.7100067138672,586.3709716796875,18495.69921875,1.111815333366394,1344.300048828125,57.81999969482422,132.10000610351562,587.6480102539062,18495.69921875,1.111815333366394,1344.800048828125,58.15999984741211,2642200.0,102905000,48830697.0,0.0,110.0,15756900.0
2016-08-11,122.37033081054688,589.1199951171875,18613.5,1.1186434030532837,1342.5,52.35475158691406,133.0,589.1199951171875,18613.5,1.1186434030532837,1342.5,58.29999923706055,133.55999755859375,597.5419921875,18613.5,1.1190940141677856,1350.4000244140625,58.45000076293945,132.3000030517578,589.1199951171875,18613.5,1.113800287246704,1334.800048828125,58.029998779296875,132.85000610351562,592.1240234375,18613.5,1.1186057329177856,1341.5999755859375,58.029998779296875,2275700.0,74514400,44297095.0,0.0,666.0,18162300.0
2016-08-12,122.46234130859375,587.5590209960938,18576.5,1.113908290863037,1335.800048828125,52.03145217895508,133.10000610351562,587.5590209960938,18576.5,1.113908290863037,1335.800048828125,57.939998626708984,133.77999877929688,589.9099731445312,18576.5,1.1219995021820068,1351.800048828125,58.189998626708984,132.6300048828125,583.8109741210938,18576.5,1.1132633686065674,1333.199951171875,57.619998931884766,132.89999389648438,588.7979736328125,18576.5,1.1138957738876343,1336.800048828125,58.029998779296875,2522600.0,69218000,44015571.0,0.0,113.0,21655200.0
2016-08-13,,585.5880126953125,,,,,,585.5880126953125,,,,,,589.7739868164062,,,,,,584.97900390625,,,,,,587.3569946289062,,,,,,43563000,,,,
2016-08-14,,570.4730224609375,,,,,,570.4730224609375,,,,,,585.666015625,,,,,,564.781005859375,,,,,,585.5889892578125,,,,,,60851100,,,,
2016-08-15,123.89767456054688,567.239990234375,18636.099609375,1.1166945695877075,1340.300048828125,52.19309616088867,134.66000366210938,567.239990234375,18636.099609375,1.1166945695877075,1340.300048828125,58.119998931884766,135.0,573.5800170898438,18636.099609375,1.1205737590789795,1340.5999755859375,58.5,133.5500030517578,563.239990234375,18636.099609375,1.1155484914779663,1333.5999755859375,57.959999084472656,133.6999969482422,570.4940185546875,18636.099609375,1.1166945695877075,1336.5,58.0099983215332,2812600.0,57262300,41496220.0,0.0,62.0,19283900.0
2016-08-16,124.21049499511719,577.4390258789062,18552.0,1.1184055805206299,1350.5,51.90394592285156,135.0,577.4390258789062,18552.0,1.1184055805206299,1350.5,57.439998626708984,135.2100067138672,581.7379760742188,18552.0,1.13237464427948,1355.0,57.619998931884766,133.39999389648438,566.7160034179688,18552.0,1.1179429292678833,1341.0,57.27000045776367,134.14999389648438,567.2429809570312,18552.0,1.1184431314468384,1342.199951171875,57.61000061035156,2759200.0,58405200,47136582.0,0.0,338.0,20523500.0
2016-08-17,123.952880859375,573.2160034179688,18573.900390625,1.1275991201400757,1342.699951171875,52.01237487792969,134.72000122070312,573.2160034179688,18573.900390625,1.1275991201400757,1342.699951171875,57.560001373291016,134.99000549316406,580.8939819335938,18573.900390625,1.129433035850525,1347.300048828125,57.68000030517578,134.11000061035156,571.4299926757812,18573.900390625,1.1256000995635986,1338.5999755859375,57.22999954223633,134.85000610351562,577.760986328125,18573.900390625,1.1279042959213257,1345.5,57.540000915527344,2854600.0,54443000,54404135.0,0.0,135.0,18856400.0
2016-08-18,124.21049499511719,574.3179931640625,18597.69921875,1.1298924684524536,1351.199951171875,52.04853057861328,135.0,574.3179931640625,18597.69921875,1.1298924684524536,1351.199951171875,57.599998474121094,135.9600067138672,577.7919921875,18597.69921875,1.1340440511703491,1354.4000244140625,57.70000076293945,134.52999877929688,573.4299926757812,18597.69921875,1.129611611366272,1348.199951171875,57.27000045776367,134.72000122070312,573.7069702148438,18597.69921875,1.1301988363265991,1351.300048828125,57.41999816894531,2030800.0,59896600,49317859.0,0.0,140.0,14214300.0
2016-08-19,123.69525146484375,575.6300048828125,18552.599609375,1.1349449157714844,1340.4000244140625,52.06658935546875,134.44000244140625,575.6300048828125,18552.599609375,1.1349449157714844,1340.4000244140625,57.619998931884766,135.0,578.2379760742188,18552.599609375,1.1352026462554932,1350.0999755859375,57.72999954223633,133.83999633789062,574.1820068359375,18552.599609375,1.130600094795227,1338.5999755859375,57.20000076293945,134.5,574.3389892578125,18552.599609375,1.1349449157714844,1350.0999755859375,57.43000030517578,1922600.0,50631600,66671828.0,0.0,197.0,17271000.0
2016-08-20,,581.697021484375,,,,,,581.697021484375,,,,,,582.8179931640625,,,,,,575.4569702148438,,,,,,576.083984375,,,,,,45301400,,,,
2016-08-21,,581.3079833984375,,,,,,581.3079833984375,,,,,,584.1580200195312,,,,,,580.218017578125,,,,,,581.9390258789062,,,,,,38299400,,,,
2016-08-22,124.2012939453125,586.7529907226562,18529.400390625,1.1298158168792725,1337.699951171875,52.11177444458008,134.99000549316406,586.7529907226562,18529.400390625,1.1298158168792725,1337.699951171875,57.66999816894531,135.6699981689453,588.447998046875,18529.400390625,1.1332728862762451,1337.699951171875,57.75,133.83999633789062,580.593994140625,18529.400390625,1.1273956298828125,1333.300048828125,57.2599983215332,134.3000030517578,581.3109741210938,18529.400390625,1.1300712823867798,1334.4000244140625,57.599998474121094,2520500.0,72844000,47984471.0,0.0,117.0,15221900.0
2016-08-23,123.41921997070312,583.4149780273438,18547.30078125,1.1319260597229004,1340.5999755859375,52.310585021972656,134.13999938964844,583.4149780273438,18547.30078125,1.1319260597229004,1340.5999755859375,57.88999938964844,136.3699951171875,589.4739990234375,18547.30078125,1.1357183456420898,1341.199951171875,58.18000030517578,133.63999938964844,581.6339721679688,18547.30078125,1.1310003995895386,1334.300048828125,57.849998474121094,135.32000732421875,586.77099609375,18547.30078125,1.131861925125122,1337.0,57.900001525878906,3481900.0,85349200,48290808.0,0.0,551.0,18732400.0
2016-08-24,122.63714599609375,580.1820068359375,18481.5,1.1300839185714722,1324.4000244140625,52.36479187011719,133.2899932861328,580.1820068359375,18481.5,1.1300839185714722,1324.4000244140625,57.95000076293945,134.64999389648438,583.5900268554688,18481.5,1.1313496828079224,1337.199951171875,58.040000915527344,133.07000732421875,579.85498046875,18481.5,1.1246000528335571,1322.9000244140625,57.720001220703125,134.00999450683594,583.4119873046875,18481.5,1.1303266286849976,1337.199951171875,57.79999923706055,2135900.0,56328200,51424731.0,0.0,262.0,18151500.0
2016-08-25,122.35191345214844,577.760986328125,18448.400390625,1.1263798475265503,1320.0999755859375,52.563594818115234,132.97999572753906,577.760986328125,18448.400390625,1.1263798475265503,1320.0999755859375,58.16999816894531,133.3000030517578,580.4509887695312,18448.400390625,1.1299996376037598,1324.0,58.290000915527344,132.4199981689453,575.1669921875,18448.400390625,1.1260627508163452,1317.0,57.779998779296875,133.3000030517578,580.1799926757812,18448.400390625,1.1262530088424683,1321.4000244140625,57.880001068115234,1921400.0,136130000,46638437.0,0.0,58.0,18552600.0
2016-08-26,121.661865234375,579.6510009765625,18395.400390625,1.1290504932403564,1321.5,52.43708801269531,132.22999572753906,579.6510009765625,18395.400390625,1.1290504932403564,1321.5,58.029998779296875,134.0800018310547,580.6229858398438,18395.400390625,1.1340440511703491,1340.5,58.70000076293945,131.82000732421875,576.8579711914062,18395.400390625,1.1234692335128784,1320.0999755859375,57.689998626708984,133.5,577.7529907226562,18395.400390625,1.1289230585098267,1323.800048828125,58.279998779296875,1973700.0,48856800,57764125.0,0.0,141.0,20971200.0
2016-08-27,,569.947021484375,,,,,,569.947021484375,,,,,,579.844970703125,,,,,,568.6300048828125,,,,,,579.4520263671875,,,,,,59698300,,,,
2016-08-28,,573.9119873046875,,,,,,573.9119873046875,,,,,,574.0380249023438,,,,,,569.739990234375,,,,,,569.8300170898438,,,,,,86301600,,,,
2016-08-29,122.27831268310547,574.1069946289062,18503.0,1.1199462413787842,1322.9000244140625,52.500335693359375,132.89999389648438,574.1069946289062,18503.0,1.1199462413787842,1322.9000244140625,58.099998474121094,133.5800018310547,576.2780151367188,18503.0,1.12100088596344,1323.0,58.599998474121094,132.32000732421875,573.4650268554688,18503.0,1.116071343421936,1315.0,58.099998474121094,132.72000122070312,574.0709838867188,18503.0,1.1196954250335693,1315.0,58.18000030517578,2380000.0,110398000,42371785.0,0.0,437.0,16417200.0
2016-08-30,120.35533905029297,577.5029907226562,18454.30078125,1.1192818880081177,1311.699951171875,52.310585021972656,130.80999755859375,577.5029907226562,18454.30078125,1.1192818880081177,1311.699951171875,57.88999938964844,133.44000244140625,578.3569946289062,18454.30078125,1.1191942691802979,1322.0999755859375,58.189998626708984,130.67999267578125,574.114013671875,18454.30078125,1.1140000820159912,1308.0,57.61000061035156,133.19000244140625,574.114013671875,18454.30078125,1.1191942691802979,1322.0,57.97999954223633,3437300.0,70342400,44182881.0,0.0,705.0,16930200.0
2016-08-31,119.10405731201172,575.4719848632812,18400.900390625,1.1153244972229004,1306.9000244140625,51.92201614379883,129.4499969482422,575.4719848632812,18400.900390625,1.1153244972229004,1306.9000244140625,57.459999084472656,130.8300018310547,577.8610229492188,18400.900390625,1.1164453029632568,1313.699951171875,57.79999923706055,129.13999938964844,573.6420288085938,18400.900390625,1.1125946044921875,1306.300048828125,57.29999923706055,130.8300018310547,577.5910034179688,18400.900390625,1.1150758266448975,1310.300048828125,57.650001525878906,3639200.0,75840896,48446329.0,0.0,214.0,20860300.0
2016-09-01,119.5180892944336,572.302978515625,18419.30078125,1.116071343421936,1312.199951171875,52.039493560791016,129.89999389648438,572.302978515625,18419.30078125,1.116071343421936,1312.199951171875,57.59000015258789,130.02999877929688,576.3109741210938,18419.30078125,1.1200001239776611,1313.0999755859375,57.81999969482422,128.36000061035156,571.8140258789062,18419.30078125,1.112999439239502,1301.5,57.0099983215332,130.02999877929688,575.5460205078125,18419.30078125,1.1158223152160645,1305.300048828125,57.0099983215332,2807200.0,76923400,57561064.0,0.0,225.0,26075400.0
2016-09-02,120.67741394042969,575.5369873046875,18492.0,1.1200717687606812,1322.0999755859375,52.11177444458008,131.16000366210938,575.5369873046875,18492.0,1.1200717687606812,1322.0999755859375,57.66999816894531,131.9600067138672,575.6430053710938,18492.0,1.125112533569336,1326.699951171875,58.189998626708984,130.5800018310547,570.8109741210938,18492.0,1.1154004335403442,1309.199951171875,57.41999816894531,130.88999938964844,572.4099731445312,18492.0,1.1200717687606812,1309.5999755859375,57.66999816894531,2631000.0,79910800,49345800.0,0.0,55.0,18900500.0
2016-09-03,,598.2119750976562,,,,,,598.2119750976562,,,,,,599.5,,,,,,574.0560302734375,,,,,,575.5549926757812,,,,,,159014000,,,,
2016-09-04,,608.6339721679688,,,,,,608.6339721679688,,,,,,611.8369750976562,,,,,,596.8480224609375,,,,,,598.5900268554688,,,,,,97942896,,,,
2016-09-05,,606.5900268554688,,1.1161960363388062,,,,606.5900268554688,,1.1161960363388062,,,,609.0549926757812,,1.1184431314468384,,,,602.2420043945312,,1.1141316890716553,,,,608.989990234375,,1.116071343421936,,,,82446800,,0.0,,
2016-09-06,122.36112976074219,610.4359741210938,18538.099609375,1.1153244972229004,1349.4000244140625,52.057559967041016,132.99000549316406,610.4359741210938,18538.099609375,1.1153244972229004,1349.4000244140625,57.61000061035156,132.99000549316406,610.8300170898438,18538.099609375,1.1253999471664429,1349.4000244140625,57.79999923706055,131.27000427246094,605.0910034179688,18538.099609375,1.1144545078277588,1323.199951171875,57.209999084472656,131.6300048828125,606.5059814453125,18538.099609375,1.115200161933899,1323.300048828125,57.779998779296875,4151800.0,78529104,49752105.0,0.0,46.0,16278400.0
2016-09-07,122.03911590576172,614.5440063476562,18526.099609375,1.1253657341003418,1344.300048828125,52.102745056152344,132.63999938964844,614.5440063476562,18526.099609375,1.1253657341003418,1344.300048828125,57.65999984741211,133.0800018310547,614.5449829101562,18526.099609375,1.1265066862106323,1350.5,57.84000015258789,132.0,608.5130004882812,18526.099609375,1.1232799291610718,1343.9000244140625,57.40999984741211,132.47999572753906,610.572998046875,18526.099609375,1.1248594522476196,1348.4000244140625,57.470001220703125,2198700.0,75032400,47458807.0,0.0,14.0,17493400.0
2016-09-08,122.27831268310547,626.3159790039062,18479.900390625,1.1241008043289185,1336.800048828125,51.8949089050293,132.89999389648438,626.3159790039062,18479.900390625,1.1241008043289185,1336.800048828125,57.43000030517578,132.91000366210938,628.77001953125,18479.900390625,1.1329994201660156,1345.4000244140625,57.790000915527344,131.50999450683594,613.843994140625,18479.900390625,1.1238480806350708,1335.699951171875,57.18000030517578,132.32000732421875,614.635009765625,18479.900390625,1.1241008043289185,1344.800048828125,57.630001068115234,2618300.0,86713000,56109658.0,0.0,30.0,20146100.0
2016-09-09,118.2575912475586,622.8610229492188,18085.400390625,1.1271415948867798,1330.0999755859375,50.7924919128418,128.52999877929688,622.8610229492188,18085.400390625,1.1271415948867798,1330.0999755859375,56.209999084472656,131.94000244140625,626.8300170898438,18085.400390625,1.128668189048767,1338.5,57.52000045776367,128.52000427246094,620.2630004882812,18085.400390625,1.1206001043319702,1328.0,56.209999084472656,131.94000244140625,626.3519897460938,18085.400390625,1.126887559890747,1338.5,56.790000915527344,4892900.0,64550200,76434270.0,0.0,35.0,35113900.0
2016-09-10,,623.5089721679688,,,,,,623.5089721679688,,,,,,625.094970703125,,,,,,622.39501953125,,,,,,622.927001953125,,,,,,45016800,,,,
2016-09-11,,606.718994140625,,,,,,606.718994140625,,,,,,628.8179931640625,,,,,,600.5059814453125,,,,,,623.4240112304688,,,,,,73610800,,,,
2016-09-12,119.72052001953125,608.2429809570312,18325.099609375,1.1241133213043213,1321.0,51.55152893066406,130.1199951171875,608.2429809570312,18325.099609375,1.1241133213043213,1321.0,57.04999923706055,130.67999267578125,608.458984375,18325.099609375,1.1262530088424683,1329.300048828125,57.209999084472656,126.30999755859375,605.4110107421875,18325.099609375,1.1214659214019775,1319.9000244140625,55.61000061035156,126.87999725341797,607.0050048828125,18325.099609375,1.1241008043289185,1327.0,56.0,6381100.0,72812304,69890431.0,0.0,177.0,29303000.0
2016-09-13,118.46920013427734,609.2410278320312,18066.80078125,1.1243535280227661,1319.0,51.08164978027344,128.75999450683594,609.2410278320312,18066.80078125,1.1243535280227661,1319.0,56.529998779296875,130.02000427246094,611.1929931640625,18066.80078125,1.1260005235671997,1324.5999755859375,56.650001525878906,128.25999450683594,606.9249877929688,18066.80078125,1.1219995021820068,1315.0,56.04999923706055,129.22000122070312,608.0250244140625,18066.80078125,1.1241259574890137,1324.5999755859375,56.5,4552400.0,86920600,75942816.0,0.0,79.0,30130200.0
2016-09-14,117.46632385253906,610.6840209960938,18034.80078125,1.12186861038208,1321.5,50.837677001953125,127.66999816894531,610.6840209960938,18034.80078125,1.12186861038208,1321.5,56.2599983215332,129.30999755859375,611.9520263671875,18034.80078125,1.1275228261947632,1322.300048828125,56.630001068115234,127.33999633789062,608.4099731445312,18034.80078125,1.1214534044265747,1319.199951171875,56.029998779296875,128.91000366210938,608.8410034179688,18034.80078125,1.121956706047058,1319.199951171875,56.38999938964844,3955400.0,47877700,78078229.0,0.0,73.0,24062500.0
2016-09-15,117.55833435058594,607.155029296875,18212.5,1.1247328519821167,1313.5,51.67802810668945,127.7699966430664,607.155029296875,18212.5,1.1247328519821167,1313.5,57.189998626708984,128.4600067138672,611.0859985351562,18212.5,1.1281588077545166,1320.699951171875,57.349998474121094,126.94000244140625,607.155029296875,18212.5,1.1220952272415161,1310.800048828125,55.97999954223633,127.56999969482422,610.5880126953125,18212.5,1.1245431900024414,1320.699951171875,56.150001525878906,3462400.0,59464600,68375392.0,0.0,37.0,26847000.0
2016-09-16,116.57384490966797,606.9730224609375,18123.80078125,1.124593734741211,1305.800048828125,51.73226547241211,126.69999694824219,606.9730224609375,18123.80078125,1.124593734741211,1305.800048828125,57.25,127.70999908447266,609.260986328125,18123.80078125,1.124985933303833,1312.5999755859375,57.630001068115234,126.33999633789062,606.7349853515625,18123.80078125,1.115599513053894,1305.800048828125,56.75,127.70999908447266,607.2459716796875,18123.80078125,1.1247961521148682,1312.199951171875,57.630001068115234,8035600.0,64963400,175593242.0,0.0,4.0,44607000.0
2016-09-17,,605.9840087890625,,,,,,605.9840087890625,,,,,,607.8599853515625,,,,,,605.1920166015625,,,,,,607.218017578125,,,,,,37140300,,,,
2016-09-18,,609.8740234375,,,,,,609.8740234375,,,,,,610.1580200195312,,,,,,605.8560180664062,,,,,,606.2830200195312,,,,,,48679400,,,,
2016-09-19,117.29149627685547,609.2269897460938,18120.19921875,1.1158473491668701,1313.5,51.4431037902832,127.4800033569336,609.2269897460938,18120.19921875,1.1158473491668701,1313.5,56.93000030517578,128.3000030517578,610.9320068359375,18120.19921875,1.1209995746612549,1313.5,57.75,127.2699966430664,608.27001953125,18120.19921875,1.1153992414474487,1313.5,56.849998474121094,127.5,609.8709716796875,18120.19921875,1.116071343421936,1313.5,57.27000045776367,3168100.0,54796400,56428134.0,0.0,20.0,20937100.0
2016-09-20,117.57672119140625,608.31201171875,18130.0,1.118067979812622,1313.699951171875,51.33466339111328,127.79000091552734,608.31201171875,18130.0,1.118067979812622,1313.699951171875,56.810001373291016,128.5,609.5250244140625,18130.0,1.1213276386260986,1313.699951171875,57.349998474121094,127.56999969482422,607.93798828125,18130.0,1.1165997982025146,1313.699951171875,56.75,127.94999694824219,609.2540283203125,18130.0,1.1179429292678833,1313.699951171875,57.349998474121094,2639300.0,72710896,50698707.0,0.0,97.0,17384000.0
2016-09-21,120.12533569335938,597.1489868164062,18293.69921875,1.1153992414474487,1326.9000244140625,52.19309616088867,130.55999755859375,597.1489868164062,18293.69921875,1.1153992414474487,1326.9000244140625,57.7599983215332,130.6300048828125,603.5880126953125,18293.69921875,1.1169440746307373,1326.9000244140625,57.849998474121094,128.17999267578125,595.8829956054688,18293.69921875,1.112599492073059,1324.0,57.08000183105469,128.17999267578125,603.5880126953125,18293.69921875,1.1155734062194824,1326.300048828125,57.5099983215332,3227800.0,82776200,68690784.0,0.0,76.0,33707300.0
2016-09-22,121.33062744140625,596.2979736328125,18392.5,1.1193194389343262,1340.4000244140625,52.24732208251953,131.8699951171875,596.2979736328125,18392.5,1.1193194389343262,1340.4000244140625,57.81999969482422,132.47999572753906,598.4869995117188,18392.5,1.1258726119995117,1340.4000244140625,58.0,131.1699981689453,596.2130126953125,18392.5,1.1182055473327637,1338.199951171875,57.630001068115234,131.4499969482422,597.2789916992188,18392.5,1.1193194389343262,1338.5999755859375,57.91999816894531,3253100.0,67085300,53368199.0,0.0,23.0,19822200.0
2016-09-23,121.24784088134766,602.8419799804688,18261.400390625,1.1210134029388428,1337.199951171875,51.8949089050293,131.77999877929688,602.8419799804688,18261.400390625,1.1210134029388428,1337.199951171875,57.43000030517578,132.2899932861328,603.2050170898438,18261.400390625,1.122999906539917,1337.199951171875,57.90999984741211,131.00999450683594,595.7860107421875,18261.400390625,1.1196001768112183,1337.199951171875,57.380001068115234,131.25,596.198974609375,18261.400390625,1.1209505796432495,1337.199951171875,57.869998931884766,2330700.0,51067000,61012502.0,0.0,40.0,19955300.0
2016-09-24,,602.625,,,,,,602.625,,,,,,604.5800170898438,,,,,,602.0449829101562,,,,,,602.9609985351562,,,,,,35359500,,,,
2016-09-25,,600.8259887695312,,,,,,600.8259887695312,,,,,,603.3809814453125,,,,,,599.7109985351562,,,,,,602.7490234375,,,,,,33977800,,,,
2016-09-26,120.13453674316406,608.0430297851562,18094.80078125,1.123923897743225,1339.699951171875,51.415992736816406,130.57000732421875,608.0430297851562,18094.80078125,1.123923897743225,1339.699951171875,56.900001525878906,131.5800018310547,608.1430053710938,18094.80078125,1.1279042959213257,1341.800048828125,57.13999938964844,130.42999267578125,600.3489990234375,18094.80078125,1.1221996545791626,1335.199951171875,56.83000183105469,131.07000732421875,600.8070068359375,18094.80078125,1.123974323272705,1335.199951171875,57.08000183105469,2219900.0,59153800,62321175.0,0.0,24.0,21688700.0
2016-09-27,120.8246078491211,606.166015625,18228.30078125,1.124985933303833,1325.9000244140625,52.36479187011719,131.32000732421875,606.166015625,18228.30078125,1.124985933303833,1325.9000244140625,57.95000076293945,131.74000549316406,608.2479858398438,18228.30078125,1.1260005235671997,1328.699951171875,58.060001373291016,129.86000061035156,604.1099853515625,18228.30078125,1.1193996667861938,1325.9000244140625,56.68000030517578,130.2899932861328,608.02197265625,18228.30078125,1.1250745058059692,1328.0,56.93000030517578,1939000.0,49422400,59430000.0,0.0,48.0,28065100.0
2016-09-28,121.661865234375,604.72802734375,18339.19921875,1.121956706047058,1319.4000244140625,52.43708801269531,132.22999572753906,604.72802734375,18339.19921875,1.121956706047058,1319.4000244140625,58.029998779296875,132.36000061035156,606.5900268554688,18339.19921875,1.123721718788147,1319.4000244140625,58.060001373291016,130.58999633789062,604.6069946289062,18339.19921875,1.1184005737304688,1319.4000244140625,57.66999816894531,131.58999633789062,606.2429809570312,18339.19921875,1.1218308210372925,1319.4000244140625,57.880001068115234,1773000.0,48722600,70364536.0,0.0,10551.0,20536400.0
2016-09-29,120.55780792236328,605.6929931640625,18143.400390625,1.1224982738494873,1321.699951171875,51.86780548095703,131.02999877929688,605.6929931640625,18143.400390625,1.1224982738494873,1321.699951171875,57.400001525878906,132.77999877929688,606.823974609375,18143.400390625,1.1249998807907104,1325.0,58.16999816894531,130.67999267578125,604.8480224609375,18143.400390625,1.1199462413787842,1314.699951171875,57.209999084472656,131.8000030517578,605.0189819335938,18143.400390625,1.1224603652954102,1321.199951171875,57.810001373291016,2199400.0,55658600,76236861.0,0.0,6108.0,25463500.0
2016-09-30,121.21104431152344,609.7349853515625,18308.19921875,1.121956706047058,1313.300048828125,52.04853057861328,131.74000549316406,609.7349853515625,18308.19921875,1.121956706047058,1313.300048828125,57.599998474121094,132.6300048828125,609.7349853515625,18308.19921875,1.1249998807907104,1327.699951171875,57.77000045776367,131.27000427246094,604.1420288085938,18308.19921875,1.1154004335403442,1312.9000244140625,57.34000015258789,132.08999633789062,605.7150268554688,18308.19921875,1.1222084760665894,1320.5999755859375,57.56999969482422,3118900.0,56122400,68644971.0,0.0,868.0,29910800.0
2016-10-01,,613.9829711914062,,,,,,613.9829711914062,,,,,,615.2369995117188,,,,,,609.9290161132812,,,,,,609.9290161132812,,,,,,56357000,,,,
2016-10-02,,610.8920288085938,,,,,,610.8920288085938,,,,,,614.0050048828125,,,,,,609.6820068359375,,,,,,613.947998046875,,,,,,39249800,,,,
2016-10-03,121.79988861083984,612.1329956054688,18253.80078125,1.1234692335128784,1309.0,51.885868072509766,132.3800048828125,612.1329956054688,18253.80078125,1.1234692335128784,1309.0,57.41999816894531,132.72000122070312,612.5679931640625,18253.80078125,1.1243535280227661,1316.800048828125,57.54999923706055,130.74000549316406,610.4550170898438,18253.80078125,1.1206001043319702,1308.199951171875,57.060001373291016,131.27999877929688,610.968017578125,18253.80078125,1.1235954761505127,1313.5,57.40999984741211,2439400.0,46798300,46132613.0,0.0,299.0,19189500.0
2016-10-04,121.68028259277344,610.2039794921875,18168.400390625,1.121038556098938,1266.300048828125,51.72322082519531,132.25,610.2039794921875,18168.400390625,1.121038556098938,1266.300048828125,57.2400016784668,133.22999572753906,612.0540161132812,18168.400390625,1.1249998807907104,1310.199951171875,57.599998474121094,131.69000244140625,609.47900390625,18168.400390625,1.1140000820159912,1266.300048828125,56.970001220703125,132.77000427246094,612.052001953125,18168.400390625,1.1213276386260986,1307.5999755859375,57.27000045776367,2829200.0,49801600,56835093.0,0.0,1893.0,20085900.0
2016-10-05,123.89767456054688,612.510986328125,18281.0,1.121076226234436,1265.199951171875,52.08466720581055,134.66000366210938,612.510986328125,18281.0,1.121076226234436,1265.199951171875,57.63999938964844,134.89999389648438,613.8140258789062,18281.0,1.1239995956420898,1274.0,57.959999084472656,132.5500030517578,609.6170043945312,18281.0,1.1192004680633545,1261.300048828125,57.2599983215332,132.92999267578125,610.218017578125,18281.0,1.121076226234436,1272.0999755859375,57.290000915527344,3137500.0,68077504,51963903.0,0.0,246.0,16726400.0
2016-10-06,123.67684173583984,613.02099609375,18268.5,1.120824933052063,1249.800048828125,52.175025939941406,134.4199981689453,613.02099609375,18268.5,1.120824933052063,1249.800048828125,57.7400016784668,135.0,613.8189697265625,18268.5,1.1212018728256226,1265.300048828125,57.86000061035156,133.67999267578125,611.468994140625,18268.5,1.114951491355896,1249.800048828125,57.279998779296875,134.8300018310547,612.469970703125,18268.5,1.120824933052063,1265.300048828125,57.7400016784668,3614900.0,56812100,57482658.0,0.0,114.0,16212600.0
2016-10-07,123.15237426757812,617.1209716796875,18240.5,1.1144545078277588,1248.9000244140625,52.229251861572266,133.85000610351562,617.1209716796875,18240.5,1.1144545078277588,1248.9000244140625,57.79999923706055,134.66000366210938,617.9119873046875,18240.5,1.1201971769332886,1263.5999755859375,57.97999954223633,132.5399932861328,611.8209838867188,18240.5,1.110600233078003,1248.9000244140625,57.41999816894531,133.92999267578125,612.6079711914062,18240.5,1.1145787239074707,1253.9000244140625,57.849998474121094,4302000.0,64071400,57251745.0,0.0,169.0,20089000.0
2016-10-08,,619.1079711914062,,,,,,619.1079711914062,,,,,,619.8489990234375,,,,,,617.3410034179688,,,,,,617.3410034179688,,,,,,42345900,,,,
2016-10-09,,616.7520141601562,,,,,,616.7520141601562,,,,,,619.197998046875,,,,,,616.6069946289062,,,,,,619.1719970703125,,,,,,39243400,,,,
